trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
741,False,"{'a': 0.5, 'e': 0.024477523271652677}",25,7,35.36462376313253,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.5, 'e': 0.024355441115023708}",20,13,14.218150816674603,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.024233967845691116}",25,18,15.50667292873122,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.02411310042681687}",25,15,18.132609069735118,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.5, 'e': 0.02399283583670918}",35,21,27.33192818244076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.023873171068747038}",20,12,15.441183149183752,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.023754103131305}",25,17,13.312936198470137,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.02363562904767845}",20,5,28.022553351849748,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.023517745856009114}",20,5,30.38970955142364,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.02340045060921106}",25,16,17.798361770789253,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.023283740374897003}",20,16,8.377680220063544,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.5, 'e': 0.023167612235305023}",20,13,14.179447669434193,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.023052063287225574}",30,17,28.98980771066757,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.5, 'e': 0.022937090641928934}",20,6,25.32553749867773,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.022822691425092974}",30,20,16.15523617522252,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.5, 'e': 0.022708862776731335}",35,23,9.371511764278576,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.022595601851121867}",35,11,43.41082625869484,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.022482905816735534}",30,7,40.53899207509105,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.5, 'e': 0.022370771856165594}",20,9,18.04784687311422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.5, 'e': 0.022259197166057215}",25,16,17.62121560366675,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.02214817895703732}",35,21,23.732524973611405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.022037714453644903}",30,18,26.383643388901653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.021927800894261613}",20,15,8.384998178747903,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.02181843553104277}",25,19,9.657834785595295,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.5, 'e': 0.021709615629848574}",20,10,16.077188376225273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.5, 'e': 0.021601338470175837}",25,18,14.019079306970188,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.5, 'e': 0.021493601345089926}",30,20,20.78003445427418,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.5, 'e': 0.021386401561157092}",25,12,23.25090406460714,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.5, 'e': 0.021279736438377172}",20,11,17.881220266608388,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.5, 'e': 0.021173603310116532}",30,16,24.34253775989585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.5, 'e': 0.021067999523041437}",20,0,32.755239858124426,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
772,False,"{'a': 0.5, 'e': 0.020962922437051702}",25,16,16.15415321420515,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.5, 'e': 0.020858369425214723}",25,19,12.193325272249318,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.5, 'e': 0.020754337873699746}",25,14,21.463629091640406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.5, 'e': 0.02065082518171257}",25,16,11.033324795119892,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.020547828761430492}",25,19,11.873983946094764,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.02044534603793766}",35,17,13.41060155863632,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
778,False,"{'a': 0.5, 'e': 0.020343374449160637}",20,9,20.036414409174384,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.5, 'e': 0.020241911445804395}",20,8,8.767256455313301,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
780,False,"{'a': 0.5, 'e': 0.020140954491288558}",25,12,24.81211330402925,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.5, 'e': 0.020040501061684018}",20,9,18.43728157443948,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.0199405486456498}",25,10,29.669238901108734,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.5, 'e': 0.01984109474437029}",20,10,18.45067885608055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.5, 'e': 0.019742136871492778}",25,11,26.53884635887059,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.5, 'e': 0.019643672553065296}",20,8,23.631502461972712,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.5, 'e': 0.01954569932747475}",25,6,29.980527425878552,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.5, 'e': 0.019448214745385394}",25,12,25.486591822788178,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.5, 'e': 0.019351216369677595}",25,18,13.391494338144557,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.5, 'e': 0.019254701775386924}",20,4,26.84083021386184,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.5, 'e': 0.019158668549643487}",20,13,14.464737039584907,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.5, 'e': 0.01906311429161164}",30,12,31.66176849744572,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.5, 'e': 0.018968036612429944}",20,12,17.38036791340737,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.5, 'e': 0.01887343313515149}",20,10,19.37824881281078,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.5, 'e': 0.018779301494684403}",30,22,16.317798340768007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.5, 'e': 0.018685639337732776}",25,13,22.340033646593383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.5, 'e': 0.0185924443227378}",25,13,19.98982236393709,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.5, 'e': 0.018499714119819245}",20,12,14.037416590788489,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.5, 'e': 0.018407446410717218}",25,13,24.81532107219471,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.5, 'e': 0.018315638888734186}",25,15,-2.8454472323153555,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
800,False,"{'a': 0.5, 'e': 0.018224289258677306}",25,11,-18.75593146673604,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
801,False,"{'a': 0.5, 'e': 0.01813339523680108}",25,8,21.402078996564967,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
802,False,"{'a': 0.5, 'e': 0.01804295455075022}",20,10,20.38994800046699,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.5, 'e': 0.017952964939502852}",20,8,11.529724924528107,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
804,False,"{'a': 0.5, 'e': 0.01786342415331404}",25,15,21.082725764857486,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.5, 'e': 0.017774329953659445}",30,14,26.399667853638295,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.5, 'e': 0.01768568011317944}",25,2,-2.3163704543196215,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
807,False,"{'a': 0.5, 'e': 0.017597472415623396}",20,9,18.218690698499646,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.5, 'e': 0.017509704655794277}",25,5,34.25324303840321,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.5, 'e': 0.017422374639493518}",20,14,9.084768266154061,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.5, 'e': 0.017335480183466163}",20,6,25.062578961140876,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.5, 'e': 0.017249019115346268}",25,13,19.767584282385197,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.5, 'e': 0.017162989273602658}",35,17,35.062253067916764,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.5, 'e': 0.0170773885074848}",25,15,19.582127926524937,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.5, 'e': 0.01699221467696907}",30,12,33.9157245563247,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.5, 'e': 0.016907465652705282}",20,16,8.152120703267322,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.5, 'e': 0.016823139315963406}",20,12,15.068008009001664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.5, 'e': 0.016739233558580636}",20,14,9.573242091630199,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.5, 'e': 0.016655746282908668}",20,9,24.362143045953186,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.5, 'e': 0.016572675401761258}",20,8,24.053435428528555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.5, 'e': 0.016490018838362038}",20,14,10.209120320856426,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.5, 'e': 0.01640777452629265}",20,13,12.611746047429147,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.5, 'e': 0.01632594040944099}",25,17,14.871216362427466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.5, 'e': 0.016244514441949874}",25,7,32.90497036051664,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.5, 'e': 0.016163494588165878}",30,19,7.9177735197717585,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
825,False,"{'a': 0.5, 'e': 0.016082878822588437}",25,14,9.875397608506027,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
826,False,"{'a': 0.5, 'e': 0.01600266512981921}",25,15,20.250257083685018,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.5, 'e': 0.0159228515045117}",25,11,26.20097731777058,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.015843435951321105}",20,6,29.051161320614874,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.5, 'e': 0.01576441648485449}",25,18,14.499571244235852,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.5, 'e': 0.015685791129621058}",20,8,19.646475545754274,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.5, 'e': 0.015607557919982834}",25,8,22.6249554104853,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.5, 'e': 0.015529714900105506}",20,14,11.873544901699798,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.5, 'e': 0.015452260123909519}",25,6,32.297795760830844,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.5, 'e': 0.015375191655021436}",25,17,3.7391494902011218,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
835,False,"{'a': 0.5, 'e': 0.015298507566725522}",20,13,13.163555409238906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.5, 'e': 0.015222205941915559}",30,18,23.320906037121496,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.015146284873046981}",25,13,22.19804269380093,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.5, 'e': 0.015070742462089101}",25,16,17.563107602980875,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.5, 'e': 0.014995576820477707}",20,11,15.526269919278487,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.5, 'e': 0.014920786069067845}",25,15,18.565691964676905,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.014846368338086835}",35,13,39.041297654243444,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.5, 'e': 0.014772321767087525}",25,18,14.000305306458932,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.014698644504901787}",25,16,18.99234370631453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.014625334709594224}",25,17,13.504441227179653,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.014552390548416127}",20,10,19.569129593287883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.01447981019775969}",30,18,21.199224575011293,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.014407591843112353}",25,9,30.436158790081,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.014335733679011491}",25,14,25.060870780992534,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.5, 'e': 0.014264233908999259}",25,14,20.758799774995616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.5, 'e': 0.01419309074557768}",35,24,18.293880440129787,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.014122302410163965}",20,8,21.512363642608303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.01405186713304604}",25,11,24.36954080471672,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.5, 'e': 0.013981783153338298}",35,19,29.809433693378928,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.013912048718937621}",20,3,27.208535511441383,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.013842662086479504}",25,9,25.814834460479826,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.013773621521294521}",20,8,20.086594603873593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.013704925297364948}",20,11,15.172603259314595,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.013636571697281608}",20,4,26.447545162613793,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.5, 'e': 0.013568559012200937}",30,18,27.001641802531047,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.5, 'e': 0.013500885541802269}",20,14,14.481250863911818,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.5, 'e': 0.013433549594245305}",20,16,6.746263549303206,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.5, 'e': 0.013366549486127874}",25,15,17.86703675403987,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.01329988354244377}",20,13,15.651926623335704,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.013233550096540932}",20,15,9.837003876387755,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.013167547490079754}",20,16,5.533217012601385,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.01310187407299164}",20,16,9.625715641802273,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.5, 'e': 0.01303652820343774}",25,14,21.71178552487364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.01297150824776791}",25,17,15.974900299087931,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.012906812580479866}",20,3,29.00188628657116,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.012842439584178572}",25,15,17.78051848809956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.5, 'e': 0.012778387649535764}",35,20,28.435853614921587,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.012714655175249735}",20,13,13.937367034720944,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.5, 'e': 0.012651240568005309}",20,13,14.138337351098759,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.012588142242434002}",25,7,34.80116452798361,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.5, 'e': 0.012525358621074388}",20,9,21.679828644125447,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
